Week,Sched Games,Sched Byes,Unsched Games,Unsched Byes,Unsched Teams,Team1,Team2,Team3,Team4
17,16,0,223,0,0,0,0,U:pat:dol:0.0:0.0:0,U:pat:jet:4.0:0.0:0,U:dol:pat:0.0:0.0:0
7,13,4,88,0,2,texans,49ers,S:2:bil:bea:-1.9191542288557213:0.0,S:3:gia:buc:0.022979797979798003:0.0,S:4:cha:chi:-4.856642512077295:0.0,U:car:sea:2.066666666666667:2.0:0,U:49e:lio:5.229166666666666:2.0:0,U:buc:sai:7.128472222222222:2.0:0
7,12,6,89,0,2,bills,panthers,S:2:tex:gia:5.071812957157785:0.0,S:3:49e:bea:-1.9294871794871797:0.0,S:4:cha:chi:-4.844509043927649:0.0,U:car:sea:2.066666666666667:2.0:0,U:49e:lio:5.089743589743589:2.0:0,U:buc:sai:7.128472222222222:2.0:0
7,12,6,89,0,2,jets,49ers,S:2:bil:bea:-1.8936781609195403:0.0,S:3:lio:pan:3.1382850241545897:0.0,S:4:cha:chi:-4.820029239766082:0.0,U:car:sea:2.066666666666667:2.0:0,U:49e:lio:5.068840579710145:2.0:0,U:buc:sai:7.128472222222222:2.0:0
7,14,2,87,0,2,titans,buccaneers,S:1:jet:bro:0.12324561403508769:0.0,S:2:49e:bea:-1.9381720430107525:0.0,S:3:cha:chi:-4.895940170940171:0.0,U:car:sea:2.066666666666667:2.0:0,U:49e:lio:5.061827956989247:2.0:0,U:buc:sai:7.128472222222222:2.0:0
7,12,6,89,0,2,bills,panthers,S:2:cha:chi:-4.892624521072797:0.0,S:3:car:ram:-3.018253968253968:0.0,S:4:49e:bea:-1.9126016260162602:0.0,U:car:sea:2.066666666666667:2.0:0,U:49e:lio:5.111788617886178:2.0:0,U:buc:sai:7.128472222222222:2.0:0
7,13,4,88,0,2,texans,49ers,S:2:bil:bea:-1.9191542288557213:0.0,S:3:pan:sai:-3.0338383838383836:0.0,S:4:cha:chi:-4.860342789598109:0.0,U:car:sea:2.066666666666667:2.0:0,U:49e:lio:5.229166666666666:2.0:0,U:buc:sai:7.128472222222222:2.0:0
7,12,6,89,0,2,bills,panthers,S:2:tex:gia:5.071812957157785:0.0,S:3:49e:bea:-1.9294871794871797:0.0,S:4:cha:chi:-4.844509043927649:0.0,U:car:sea:2.066666666666667:2.0:0,U:49e:lio:5.089743589743589:2.0:0,U:buc:sai:7.128472222222222:2.0:0
7,14,2,87,0,2,patriots,49ers,S:1:bil:bea:-1.9385964912280702:0.0,S:2:pan:sai:-3.051736111111111:0.0,S:3:cha:chi:-4.8876984126984135:0.0,U:car:sea:2.066666666666667:2.0:0,U:49e:lio:5.05:2.0:0,U:buc:sai:7.128472222222222:2.0:0
7,13,4,88,0,2,bills,texans,S:2:lio:pat:0.1409203980099502:0.0,S:3:49e:bea:-1.9226190476190474:0.0,S:4:cha:chi:-4.878381642512077:0.0,U:car:sea:2.066666666666667:2.0:0,U:49e:lio:5.0659203980099505:2.0:0,U:buc:sai:7.128472222222222:2.0:0
7,15,2,86,0,0,0,0,S:1:bil:bea:-1.9385964912280702:0.0,S:2:tex:gia:4.11060606060606:0.0,S:3:cha:chi:-4.88510101010101:0.0,U:car:sea:2.066666666666667:2.0:0,U:49e:lio:5.1893939393939394:2.0:0,U:buc:sai:7.128472222222222:2.0:0
6,13,4,74,0,2,jaguars,Cardinals,S:2:ben:buc:-1.9499202551834132:0.0,S:3:pat:chi:-1.8866419294990724:0.0,S:4:eag:vik:-1.8601731601731601:0.0,U:car:sea:2.066666666666667:2.0:0,U:49e:lio:2.4416666666666664:2.0:0,U:buc:sai:6.156778309409889:2.0:0
6,13,4,74,0,2,falcons,Chargers,S:2:bil:jag:7.108293460925039:0.0,S:3:car:bro:0.1806060606060606:0.0,S:4:pat:chi:-1.9160676532769556:0.0,U:car:sea:2.066666666666667:2.0:0,U:49e:lio:2.466666666666667:2.0:0,U:buc:sai:6.203030303030303:2.0:0
6,13,4,74,0,2,panthers,Cardinals,S:2:eag:fal:0.059542796384901675:0.0,S:3:cha:bro:0.023358585858585898:0.0,S:4:ben:buc:-1.9774891774891774:0.0,U:car:sea:2.066666666666667:2.0:0,U:49e:lio:2.43030303030303:2.0:0,U:buc:sai:6.17056277056277:2.0:0
6,14,2,73,0,2,falcons,Chargers,S:2:pan:cow:4.149305555555555:0.0,S:3:car:bro:0.16586921850079744:0.0,S:4:ben:buc:-1.9527272727272726:0.0,U:car:sea:2.066666666666667:2.0:0,U:49e:lio:2.3666666666666667:2.0:0,U:buc:sai:6.171515151515152:2.0:0
