FingerPrint,Week,Iteration,Unscheduled,BaseFP,Count,GamesInWeek,HighSeqNum 
1.80688772334E11,16,5264,0,4.2809158174E10,2,15,13
4.62622153764E11,15,5265,0,1.80688772334E11,1,16,15
9.67830032228E11,14,5272,0,4.62622153764E11,1,16,14
1.893929445728E12,13,5273,0,9.67830032228E11,1,16,15
2.892560387408E12,12,5274,0,1.893929445728E12,1,16,14
4.422327101891E12,11,5275,0,2.892560387408E12,1,13,13
7.180946657219E12,10,5279,0,4.422327101891E12,1,13,14
1.0099703386352E13,9,5285,0,7.180946657219E12,1,13,14
1.016636341349E13,9,5308,0,7.180946657219E12,1,14,15
1.427210219199E13,8,5310,0,1.016636341349E13,1,15,15
1.8702498615586E13,7,5312,0,1.427210219199E13,1,14,14
2.4600349734226E13,6,5324,0,1.8702498615586E13,1,14,14
2.942847857116E13,5,5332,0,2.4600349734226E13,1,14,15
2.3247504961378E13,6,5376,0,1.8702498615586E13,1,13,13
2.809025477957E13,5,5378,0,2.3247504961378E13,1,15,16
3.570726277775E13,4,5384,0,2.809025477957E13,1,15,16
3.6260529491526E13,4,5424,0,2.809025477957E13,1,15,16
3.5925846502606E13,4,5448,0,2.809025477957E13,1,15,16
3.6432628782694E13,4,5473,0,2.809025477957E13,1,15,16
3.6260529491526E13,4,5498,0,2.809025477957E13,2,14,15
3.580706711847E13,4,5501,0,2.809025477957E13,1,15,16
3.580706711847E13,4,5525,0,2.809025477957E13,2,14,15
3.5925846502606E13,4,5543,0,2.809025477957E13,2,14,16
2.4404448569218E13,6,5574,0,1.8702498615586E13,1,13,13
2.3851540192642E13,6,5611,0,1.8702498615586E13,1,13,13
2.3920266149746E13,6,5651,0,1.8702498615586E13,1,15,15
1.8702498615586E13,7,5695,0,1.427210219199E13,2,13,13
1.7636651606216E13,7,5699,0,1.427210219199E13,1,15,14
2.2981363571
